,gene_name,AUROC,avg_diff,cluster_final
1127,Fth1,0.31458309378193267,1.1478088,8
1128,Mal,0.31413465355986037,2.1651378,8
1129,Gjc3,0.3134493015223537,0.7627393,8
1130,Slc6a6,0.3131937318166928,0.71798503,8
1131,Ndrg1,0.31094816794704633,0.7273551,8
1132,Gng11,0.30444372368098477,0.7930004,8
1133,Sept4,0.3028886102258255,1.167981,8
1134,Trf,0.2981557977224358,1.6415683,8
1135,Gatm,0.29786985470710364,0.9729488,8
1136,Bin1,0.29666620383528114,0.7544661,8
1137,Enpp2,0.293057963122463,1.1826713,8
1138,Jun,0.2842327810453191,0.8438418,8
1139,Actb,0.2630289566117271,0.7762091,8
1140,Pllp,0.26301583100290493,0.90157527,8
1141,App,0.24427723455354486,0.90006703,8
1142,Ftl1,0.20745317628885884,0.80634236,8
1143,Ptma,0.1859757751160152,0.89643764,8
1144,Tpt1,0.173232978471832,0.90745306,8
1145,Tmsb4x,0.16656506071407653,1.4712702,8
1146,Gfap,0.9956233678305446,3.5080984,9
1147,Slc38a1,0.9817543955558734,1.8546984,9
1148,C4b,0.9794809228039042,1.7632482,9
1149,Cpe,0.9631844598544136,1.7584761,9
1150,Fxyd1,0.9619659835910461,1.7459476,9
1151,Aqp4,0.9503368419281992,1.9180696,9
1152,Igfbp5,0.9414595221975047,2.0550113,9
1153,Itm2c,0.9315408730976421,1.1031454,9
1154,Sparcl1,0.9297468008427356,1.3370943,9
1155,Psap,0.9193419176860936,0.92780375,9
1156,Myoc,0.9184656450670109,2.8065774,9
1157,Clu,0.9166889195406165,1.414255,9
1158,Emb,0.912859497806953,1.2958589,9
1159,Dbi,0.9060674651067928,1.084337,9
1160,Dclk1,0.8994877984162962,0.9610644,9
1161,Fbxo2,0.898228846453067,1.1208057,9
1162,Nnat,0.8920996690454464,1.3106334,9
1163,Padi2,0.8892963325861974,1.0080078,9
1164,Sulf2,0.8881225372902098,1.0480263,9
1165,Id4,0.888046842474884,1.0480691,9
1166,Ccdc3,0.884840325992338,1.0052269,9
1167,Ablim2,0.8844886604961375,0.9886966,9
1168,Mlc1,0.8835713865187536,1.0486488,9
1169,Prdx6,0.8794302493303111,0.9381504,9
1170,Tmem47,0.8773297182050236,0.9582243,9
1171,Sdc4,0.8753238055988931,0.79938287,9
1172,Mt3,0.874739799072318,1.0406668,9
1173,Hspb8,0.8733646765939015,0.8794432,9
1174,Pygb,0.8722313569977753,0.8551717,9
1175,S100a6,0.8703926037754893,1.023386,9
1176,Id3,0.8654414269313743,1.0617265,9
1177,Cidea,0.864405354146604,0.8300163,9
1178,Il6st,0.8638129370849927,0.93682206,9
1179,Lcat,0.8615946584691985,0.8625896,9
1180,Mmd2,0.858488542748647,0.87440675,9
1181,Ntsr2,0.8546738394512967,0.9780381,9
1182,Chst2,0.8528939599742639,0.7883127,9
1183,Aldoc,0.8513942564456237,0.9632971,9
1184,Gnai2,0.8509374592614709,0.730474,9
1185,Scd2,0.8506357313170477,0.82802916,9
1186,Tagln3,0.842927475956383,0.77791214,9
1187,Slc36a2,0.8373875616597349,0.86873186,9
1188,Sirpa,0.8353480069134598,0.7371111,9
1189,2310022B05Rik,0.831417658759362,0.78304493,9
1190,Aldh1a1,0.8288629587421205,0.9190479,9
1191,Scd1,0.8268738672060623,1.0537483,9
1192,Ndrg2,0.8237787903127458,0.73622644,9
1193,Pbx1,0.8235895532744316,0.82300967,9
1194,Plec,0.8202426859884693,0.71362317,9
1195,Agt,0.8178803769601803,0.9293573,9
1196,Prkag2,0.8131583871958015,0.7133438,9
1197,Hmgcs1,0.8116586836671615,0.71724564,9
1198,Mt1,0.8110115981278149,0.74507165,9
1199,Fxyd6,0.8099024588199177,0.80175596,9
1200,Apoe,0.8081788247959394,0.79630494,9
1201,Slc16a1,0.8055868030294748,0.75056976,9
1202,Vim,0.8003785792083162,0.9139981,9
1203,Fabp7,0.794100640462243,0.81006026,9
1204,4833423E24Rik,0.7813786549031315,0.88018745,9
1205,Sema3b,0.764513429521819,0.8020382,9
1206,Igfbp7,0.5371898089546967,0.7365813,9
1207,Cnp,0.5286683599877207,0.86884177,9
1208,Bsg,0.4831232101330126,1.2193025,9
1209,Itm2a,0.47195191697119815,0.88813025,9
1210,Cryab,0.4675432196369172,0.9702584,9
1211,Rgs5,0.4652297968435261,0.90230584,9
1212,C1qb,0.4581039710341174,1.0339656,9
1213,C1qc,0.4579073747776464,0.881883,9
1214,Vtn,0.4568833921369908,1.3039924,9
1215,Hexb,0.4561422137369268,0.8479239,9
1216,C1qa,0.45478286101170323,1.074242,9
1217,Ly6c1,0.4484118807217921,0.888623,9
1218,Cldn5,0.4429954961584881,1.3875623,9
1219,Flt1,0.44249612064071453,0.8226633,9
1220,Cxcl12,0.4314162920474186,0.710801,9
1221,Klf2,0.4249454366539528,0.9030314,9
1222,Qdpr,0.41544310903838155,0.8744477,9
1223,Car2,0.4096072490401477,1.0683147,9
1224,Stmn4,0.3825715841663267,0.7367969,9
1225,Opalin,0.3806161347704134,0.82766753,9
1226,Ermn,0.3712352342544271,0.7813124,9
1227,Tubb4a,0.36934654348036344,1.071782,9
1228,Mog,0.3689733259881327,1.2094815,9
1229,Tspan2,0.3681249132663574,1.101573,9
1230,Enpp2,0.3638202963031494,0.9905117,9
1231,Mag,0.3637761409942094,1.2929361,9
1232,Aplp1,0.36333406224636977,1.1524673,9
1233,Cldn11,0.36268802802390276,1.6176866,9
1234,Plp1,0.3620209674638452,3.1839352,9
1235,Mal,0.36121986400164846,2.0190127,9
1236,Ugt8a,0.35551962388087327,0.8475269,9
1237,Grb14,0.3546601723318629,0.7706106,9
1238,Ptgds,0.35462758150859774,2.346865,9
1239,Apod,0.3514499762402385,1.3669293,9
1240,Ppp1r14a,0.35092221516671784,0.8709386,9
1241,Tmsb4x,0.3508023650424522,0.81449366,9
1242,Trf,0.34652140270903337,1.4930582,9
1243,Mobp,0.34449078415623413,1.1759186,9
1244,Gng11,0.34006789404407956,0.76410687,9
1245,Sept4,0.3184070867168215,1.1700029,9
1246,Mbp,0.3020901230881803,0.9286201,9
1247,Gatm,0.3018420123046128,1.0303254,9
1248,Sept7,0.30043902992888893,0.7508606,9
1249,Olig1,0.2985182739899999,1.0609815,9
1250,Pllp,0.2912873164926387,0.8465746,9
1251,Ptn,0.21844472386110841,1.0534428,9
1252,Malat1,0.169292505792756,0.95007706,9
1253,S100a6,0.9880543099730584,2.3595817,10
1254,Nnat,0.9808857830476094,2.6322494,10
1255,6330403K07Rik,0.9783267872627532,3.1273263,10
1256,Prdx6,0.9472991082814362,1.5109762,10
1257,Slit2,0.9258301607690202,1.1770145,10
1258,Id4,0.9056368855233689,1.2482605,10
1259,Col23a1,0.8994386763798915,1.326186,10
1260,Ntrk2,0.8886615411011309,1.2134659,10
1261,Cfap126,0.8767030989886437,0.9737804,10
1262,Gpr50,0.8726998715517201,1.1427761,10
1263,Rpl22l1,0.846477410260096,0.7657255,10
1264,Thrsp,0.8424053215612262,1.1410282,10
1265,Dynlrb2,0.8371737205021076,0.8473743,10
1266,Rpl41,0.8316441843534228,0.7728622,10
1267,Kctd14,0.8299919777789114,0.96430737,10
1268,Rax,0.8251547639473038,0.92824435,10
1269,Lhx2,0.8224640738971765,0.7426021,10
1270,Aamdc,0.821051142818721,0.75526893,10
1271,Ndufc2,0.8189519176818099,0.7032676,10
1272,Slc38a1,0.8129556552021554,0.7571843,10
1273,Riiad1,0.8091898484124813,0.77398914,10
1274,Rcn1,0.804671900431716,0.71634996,10
1275,4933434E20Rik,0.8043512434442688,0.75163996,10
1276,Cst3,0.8016624082429481,0.7447829,10
1277,Meg3,0.8005297911903957,0.9173404,10
1278,Tspan7,0.7958576589025788,0.7044216,10
1279,Anxa5,0.7809156924846163,0.74941194,10
1280,Map1b,0.7756945249500351,0.71916175,10
1281,Mia,0.7719317322896717,0.739175,10
1282,Fxyd1,0.7714657015270043,0.70731944,10
1283,Vim,0.7707499617437434,0.7203722,10
1284,Nkx2-4,0.7662067414479877,0.7323074,10
1285,Crym,0.7304000445163713,0.7578132,10
1286,Bsg,0.5913053962188907,0.9961721,10
1287,Flt1,0.5146196864378093,0.70058465,10
1288,Klf2,0.48427806965884695,0.774438,10
1289,Hexb,0.48254193117583505,0.82429826,10
1290,Gfap,0.4753342205693458,0.7027446,10
1291,C1qb,0.46920580011221835,1.0259776,10
1292,Itm2a,0.4654606285155181,0.9219067,10
1293,C1qc,0.4626957445131254,0.8856685,10
1294,C1qa,0.46161645436376364,1.0801919,10
1295,Slc6a11,0.45556570570041405,1.0381536,10
1296,Vtn,0.45382145225387316,1.331964,10
1297,Atp1b2,0.4496496654316466,0.7567192,10
1298,Rgs5,0.44900417804693693,0.964623,10
1299,Ly6c1,0.4444588710462739,0.92964464,10
1300,Atp1a2,0.44336659695526565,1.0592078,10
1301,Cldn5,0.4432801146296562,1.4069422,10
1302,Clu,0.4255806836045277,0.78208023,10
1303,Igfbp7,0.40960301598415955,1.0238003,10
1304,Slc1a2,0.398805477368526,0.7814523,10
1305,Ptgds,0.39437540284997513,2.3750231,10
1306,Aqp4,0.38893768171721904,0.8022375,10
1307,Gm3764,0.3850464407769961,0.9335178,10
1308,Opalin,0.37602978887183464,0.8337679,10
1309,Qdpr,0.37486981279938414,0.9586272,10
1310,Ermn,0.36690370088708135,0.80200356,10
1311,Cldn11,0.3652422200685367,1.6400276,10
1312,Grb14,0.36264033090502706,0.7465602,10
1313,Tubb4a,0.3596384899675865,1.1014003,10
1314,Tspan2,0.35822532703303017,1.1144558,10
1315,Mog,0.3579964850615114,1.2489675,10
1316,Slc7a10,0.35612262405460676,0.73536164,10
1317,Ednrb,0.35474284839856984,0.7552849,10
1318,Apod,0.3543299126829924,1.3536419,10
1319,Id3,0.35226778452221413,0.81832314,10
1320,Mag,0.34857060713838567,1.3465829,10
1321,Stmn4,0.3480811589095344,0.7804368,10
1322,Slc4a4,0.34679505311823267,1.0203986,10
1323,Slc6a1,0.34527245410408486,0.7247758,10
1324,Gjb6,0.3431150330858655,0.7519463,10
1325,Ugt8a,0.3421055316228536,0.88547146,10
1326,Ppp1r14a,0.33923144339697014,0.90205187,10
1327,Agt,0.3366367417725863,1.2679045,10
1328,Ntsr2,0.33365229004270786,1.030052,10
1329,Mbp,0.33353195672637737,0.7586812,10
1330,Tril,0.33287464468052547,0.719465,10
1331,Trf,0.3307756513997153,1.5557764,10
1332,Enpp2,0.330189751032919,1.0933691,10
1333,Mal,0.32991198742412503,2.1128807,10
1334,Id2,0.3298711807503791,1.0105293,10
1335,Mobp,0.32795720863803085,1.1980454,10
1336,Aplp1,0.32553523980876514,1.2880819,10
1337,App,0.3219757849488293,0.7046251,10
1338,Sparc,0.32102517493542804,0.73778915,10
1339,Gpr37l1,0.31868621059025926,1.1081153,10
1340,Gng11,0.3175401458838586,0.8047488,10
1341,Htra1,0.3173771510449755,0.8559389,10
1342,Cryab,0.3109141622343508,1.4218044,10
1343,Cnp,0.3090855131671079,1.6099262,10
1344,Acsl3,0.30877760826520634,0.7835104,10
1345,Sept4,0.3073458968425836,1.194874,10
1346,Ckb,0.3038439422956536,0.7051945,10
1347,Serpine2,0.2975288776773583,0.8016457,10
1348,Itih3,0.29641759138608215,1.0653564,10
1349,Plp1,0.2945421073864717,3.5691452,10
1350,Gjc3,0.2891310497053109,0.8711429,10
1351,Cmtm5,0.28808746539547697,0.7189286,10
1352,Pllp,0.2878630286898739,0.8409976,10
1353,Sept7,0.28561541564843196,0.7940256,10
1354,Tmsb4x,0.2844943914009209,1.0565503,10
1355,Car2,0.27362080398421523,1.4351616,10
1356,Sparcl1,0.25036123180509245,1.4449801,10
1357,Gatm,0.24577094472086847,1.1788518,10
1358,Olig1,0.23528061543883405,1.2542722,10
1359,Glul,0.20626266513950783,1.0943098,10
1360,Selenop,0.20111801011820024,1.117972,10
1361,Cd81,0.19157945013007127,0.9170493,10
1362,Qk,0.17812321760622488,0.9719999,10
1363,Nnat,0.9338545131958305,1.7373946,11
1364,4933434E20Rik,0.9300886531031504,1.285616,11
1365,Riiad1,0.9252605899312487,1.3395512,11
1366,Slc38a1,0.9243793115523338,1.2088912,11
1367,Tppp3,0.9218142662044332,1.119109,11
1368,Cfap126,0.9160319711454286,1.1617415,11
1369,S100a6,0.9146604451914884,1.3807276,11
1370,Dynlrb2,0.9070251310245008,1.3113259,11
1371,Itm2c,0.9049109383572037,0.9305333,11
1372,Fam183b,0.9030929369331513,1.04516,11
1373,Dbi,0.9030768871613498,1.2058542,11
1374,Rarres2,0.8945048499492245,1.3284857,11
1375,Mt3,0.8936396213421112,1.2853707,11
1376,Tuba1a,0.8905376381739445,0.7207842,11
1377,2410004P03Rik,0.8882089621925738,0.98820704,11
1378,1110017D15Rik,0.8872649437966174,1.3903898,11
1379,Rsph1,0.8767406707053729,1.1303881,11
1380,Cpe,0.870354320598569,1.2441599,11
1381,Calml4,0.8701821503192446,0.92904437,11
1382,Meig1,0.8685859275600845,0.82168734,11
1383,Hsp90aa1,0.8656400648994408,1.0786217,11
1384,Hspa2,0.865466435549953,0.77341855,11
1385,Mlf1,0.8623367300486746,0.7239307,11
1386,Anxa5,0.8609316454809678,0.9576529,11
1387,Hipk1,0.8579974553816344,0.93579036,11
1388,Foxj1,0.8561765358172544,1.0621438,11
1389,Rpl41,0.8532963313139802,0.7917702,11
1390,Ccdc74a,0.8517190764669491,0.769748,11
1391,Tubb4b,0.8499769466914124,0.8182797,11
1392,Vim,0.8484638909315873,0.9713909,11
1393,Igfbp5,0.8459761763023661,1.0920925,11
1394,Elof1,0.8438079980390094,1.1431966,11
1395,Chchd10,0.8437408808114765,0.9932996,11
1396,Hsph1,0.8422424157532887,0.7349776,11
1397,Tmem47,0.8388340278507312,0.78445697,11
1398,Mia,0.8375398326154708,0.8367191,11
1399,Gm19935,0.8352841101422885,1.160048,11
1400,1700016K19Rik,0.8324812363576939,0.9247789,11
1401,Tmem107,0.8314482146817476,0.846172,11
1402,Fhl1,0.8287460167384529,0.8023575,11
1403,1700088E04Rik,0.8276371234139908,0.71048397,11
1404,Pifo,0.8260613276371234,0.7557941,11
1405,1700007K13Rik,0.8257797270955166,0.87035936,11
1406,Mlc1,0.82382457307607,0.7212124,11
1407,Id4,0.823245322221055,0.8828014,11
1408,Bphl,0.8216097045674733,0.7309251,11
1409,Ezr,0.8186901051697774,1.0014377,11
1410,Tmem212,0.8149884441643029,1.2552336,11
1411,Lrrc23,0.8115304478761776,0.77278394,11
1412,Dnah6,0.8098904530121045,0.71135,11
1413,Gas6,0.8003568885620572,0.83646756,11
1414,Synm,0.7998287051627739,0.72747797,11
1415,Ntrk2,0.7966654410477291,0.7279742,11
1416,Ccdc153,0.7881546847824819,1.5449245,11
1417,Slit2,0.7868721621085315,0.71373427,11
1418,Gm10714,0.7794002637998856,0.709786,11
1419,Nudt4,0.7752740133767552,0.74090236,11
1420,Odf3b,0.7741680381926206,0.83970463,11
1421,Hdc,0.7662044332387856,0.77738976,11
1422,Cd24a,0.759971285499177,1.0364567,11
1423,Hspa4l,0.7549039348204176,0.70253634,11
1424,Syne1,0.7200190262749355,0.7695515,11
1425,Pcp4l1,0.6822174364720851,0.70029354,11
1426,Pmch,0.5852067794236089,2.2490342,11
1427,Bsg,0.5349330578608864,1.100557,11
1428,Cartpt,0.5316837086061795,0.73410606,11
1429,C1qc,0.4905072895145382,0.82811886,11
1430,Rgs5,0.4849482321905895,0.82140803,11
1431,Flt1,0.47525417002252807,0.7208712,11
1432,Itm2a,0.4752395793208904,0.9163868,11
1433,Hexb,0.47507324532222106,0.8050041,11
1434,Slc6a11,0.47385492173547633,0.92575955,11
1435,Vtn,0.45682027757350796,1.3178892,11
1436,Klf2,0.45330683661915927,0.83568674,11
1437,C1qa,0.45225046982059275,1.0716369,11
1438,C1qb,0.4495541081579531,1.0464541,11
1439,Slc4a4,0.44787325932929467,0.7218087,11
1440,Cldn5,0.44328010645375915,1.3884375,11
1441,Atp1a2,0.4384053530366169,1.0710946,11
1442,Ly6c1,0.4379574184963406,0.9085027,11
1443,Tspan2,0.4324275425756674,0.95408976,11
1444,Cspg5,0.4298624972277667,0.76481205,11
1445,Ntsr2,0.42897830070852444,0.8345111,11
1446,Igfbp7,0.41512297043340224,1.0278041,11
1447,Cnp,0.41074867808243165,1.2798166,11
1448,Gpr37l1,0.40639335364358997,0.8436294,11
1449,Slc1a2,0.3959099345169311,0.884728,11
1450,Mobp,0.3948360588763992,1.0305816,11
1451,Qdpr,0.39244902008847793,0.9406991,11
1452,Gm3764,0.39012180317727113,0.9095838,11
1453,Mog,0.38582484154498026,1.1418983,11
1454,Agt,0.38496107200803076,1.1414683,11
1455,Ptgds,0.38494939944672063,2.5287642,11
1456,Opalin,0.3798601627155047,0.8209305,11
1457,Gjb6,0.37307840459432007,0.7114326,11
1458,Cldn11,0.36909806118756644,1.6312386,11
1459,Stmn4,0.366013586861365,0.7653756,11
1460,Slc6a1,0.3651366856929416,0.70334923,11
1461,Aplp1,0.36510604521950246,1.1978402,11
1462,Ermn,0.36368928809048573,0.8038438,11
1463,Tubb4a,0.36169036196612625,1.1216282,11
1464,Mag,0.36165534428219587,1.2463435,11
1465,Enpp2,0.3611548832160241,1.0313318,11
1466,Ppp1r14a,0.35930478224836876,0.8450795,11
1467,Ugt8a,0.35821923404652684,0.86192083,11
1468,Id3,0.35744738592989467,0.7978244,11
1469,Itih3,0.3552792076665382,0.9238341,11
1470,Apod,0.3545744767774393,1.4240886,11
1471,Sept4,0.35345245182150314,1.0687021,11
1472,Id2,0.35321754152513685,0.8956028,11
1473,Trf,0.35287320096648805,1.5175287,11
1474,Mal,0.3522881138308178,2.0384407,11
1475,Cryab,0.34800136568967327,1.3394763,11
1476,Tmsb4x,0.32269525276931516,0.9770615,11
1477,Car2,0.3091755086318591,1.3025075,11
1478,Syt11,0.3072334862438864,0.88022244,11
1479,Gjc3,0.3040191546731099,0.83309025,11
1480,Plp1,0.30220407138938493,3.4161055,11
1481,Sept7,0.29969301163754364,0.7664782,11
1482,Pllp,0.29925820872874137,0.8173029,11
1483,Gng11,0.29300901121733147,0.8882439,11
1484,Olig1,0.2712119620408306,1.1370834,11
1485,Gatm,0.2661985969581306,1.1320207,11
1486,Qk,0.25458585752471663,0.7202292,11
1487,Selenop,0.2536389209884325,0.93785083,11
1488,Glul,0.2506536634333672,0.98753107,11
1489,Cd81,0.20956041134106057,0.8544934,11
1490,Ptn,0.20070385544700076,1.1488395,11
1491,Malat1,0.19114402773400566,0.887125,11
1492,Lyz2,0.9935067963882163,3.1951392,12
1493,Fcer1g,0.9810917755345572,2.1280327,12
1494,Ctsc,0.9705376473652092,1.6411793,12
1495,Tyrobp,0.9704453315401389,1.8375285,12
1496,Ftl1,0.9653883678173429,1.5465719,12
1497,Mrc1,0.9589583276648176,2.242563,12
1498,Csf1r,0.9465433068111588,1.4207495,12
1499,Ms4a6c,0.9457736843537309,1.4161514,12
1500,Rps29,0.9396740376804046,1.2595305,12
1501,Tmsb4x,0.9371037707613432,1.3529811,12
1502,C1qb,0.9357034854568563,2.1488461,12
1503,Pf4,0.9351826298543547,2.6879258,12
1504,Tpt1,0.9343100023710591,1.2967894,12
1505,Ctss,0.9328834799373419,1.3160135,12
1506,C1qa,0.9319583781955851,2.1102288,12
1507,Lst1,0.930919582227163,1.3011627,12
1508,B2m,0.9309137517540007,1.3531255,12
1509,Fcgr3,0.9298098488352657,1.1738003,12
1510,H2-D1,0.9294755683739587,1.2599475,12
1511,Grn,0.9293366087635898,1.134696,12
1512,Maf,0.9287001154433687,1.667542,12
1513,Rplp1,0.9258742794506917,0.96873116,12
1514,Ctsb,0.9256906195460782,1.4613143,12
1515,Dab2,0.9244059719593111,1.6901526,12
1516,Hexa,0.9239541102892304,1.1218436,12
1517,C1qc,0.9229629298516338,1.9220977,12
1518,Bst2,0.9209368404277235,1.3812174,12
1519,Rps24,0.919067202033669,1.0756606,12
1520,Fau,0.9172733597907249,1.1597761,12
1521,Apoe,0.9127819519646752,1.6833239,12
1522,Laptm5,0.9125808006405746,1.1679082,12
1523,Rps12,0.912499174016302,1.0669115,12
1524,Rps10,0.9112844921074829,0.8949338,12
1525,Fcrls,0.9099201613874971,1.4274064,12
1526,Rps11,0.9094770454271599,0.939679,12
1527,Rps18,0.9080281728463204,0.96304524,12
1528,Aif1,0.904178117068127,1.1090027,12
1529,Rpl12,0.9037340293622629,1.0687479,12
1530,Rpl30,0.9035853522966234,0.91606224,12
1531,Cd68,0.9029401132666587,0.96923095,12
1532,Cyba,0.9027175835409631,1.1716696,12
1533,Ms4a7,0.9010277180694138,1.3098873,12
1534,Rpl35a,0.9005088059579661,0.90588474,12
1535,Stab1,0.8974303161282549,1.5183736,12
1536,Rpl32,0.8960659854082692,0.97153234,12
1537,Rpl23,0.8956209259568778,0.9391409,12
1538,Rgs10,0.8940262915469799,1.02961,12
1539,Rps9,0.8936784066482943,0.987043,12
1540,Clta,0.8927737115626057,1.0324721,12
1541,Fcgr2b,0.8918816491687689,1.0857681,12
1542,Cybb,0.8892064337327855,1.0528662,12
1543,Ptpn18,0.8889615538599676,1.1323934,12
1544,Rpl26,0.8871647963804422,0.7876725,12
1545,Rps16,0.8864661113464896,0.88257027,12
1546,Txnip,0.883226311759287,1.1250492,12
1547,Rpl27a,0.8830241886896595,0.8251884,12
1548,Unc93b1,0.8826432644430539,0.91588604,12
1549,Ms4a6b,0.8793228099771058,1.1116748,12
1550,Tmem176b,0.8780624560285148,0.9628473,12
1551,Pld4,0.877837011066238,0.9420756,12
1552,F13a1,0.8774599738017406,1.456576,12
1553,Rps14,0.8769993664219163,0.8878262,12
1554,Ly86,0.876782667169383,0.89738137,12
1555,Alox5ap,0.8756476683937824,0.8151485,12
1556,H2-K1,0.875393071065694,1.0302428,12
1557,Ifi27l2a,0.8747245101430798,1.5566992,12
1558,Serinc3,0.872271824432792,0.99833775,12
1559,Rps23,0.8699202002573182,0.8304049,12
1560,Rpl37a,0.8689212458555052,0.82057154,12
1561,Rack1,0.8668446256641881,0.97849077,12
1562,Hpgd,0.8655463736400422,1.16427,12
1563,Fos,0.8654929276360541,1.8040236,12
1564,Blvrb,0.8645960065145821,0.97054964,12
1565,Rpl22,0.8641713537192588,0.8817239,12
1566,Gas6,0.8623153197625832,1.1160941,12
1567,Emp3,0.8621151401840097,0.87587714,12
1568,Tgfbi,0.8619489716988832,0.9663536,12
1569,Rpl10,0.861434918315071,0.88236976,12
1570,Cd14,0.859837368668592,1.244661,12
1571,Lgmn,0.8594768510780545,0.8456361,12
1572,Rps20,0.8594292355472288,0.824175,12
1573,Rps4x,0.8587577593880334,0.9607979,12
1574,Kctd12,0.8579308039445094,0.93966794,12
1575,Rpl18a,0.8567938616778548,0.8376442,12
1576,Zfp36,0.8529321449533368,1.3025553,12
1577,Arpc1b,0.8514696679351184,0.7974111,12
1578,Rps13,0.8508176266864643,0.76532936,12
1579,Cebpb,0.850005247425846,1.3582517,12
1580,Rpl5,0.8497992373741103,0.79789853,12
1581,Ctsz,0.849002406041925,0.74150044,12
1582,Rpl34,0.8485933011750346,0.7533581,12
1583,Lgals1,0.8483085797356075,1.0682662,12
1584,Jun,0.8480238582961802,1.330919,12
1585,Clic1,0.8462902642759135,0.71597433,12
1586,Rps3,0.845174700410854,0.76031387,12
1587,Adgre1,0.8451542937547858,0.8804741,12
1588,Dusp1,0.8447840587089779,1.3884201,12
1589,Stk17b,0.844630522915703,0.87225956,12
1590,Arpc2,0.8446227489514866,0.74732596,12
1591,Itm2b,0.8444682414126847,0.7753173,12
1592,Rps5,0.8436267097862549,0.8590361,12
1593,Rps15a,0.8426743991697405,0.8285645,12
1594,Rpl28,0.8413848928553381,0.70947826,12
1595,Rpl39,0.8407396538253735,0.83345747,12
1596,Ctsh,0.8403567860877137,0.7631831,12
1597,Lcp1,0.838940952854794,0.7610192,12
1598,Igfbp4,0.8387038469461926,1.0949854,12
1599,Ehd4,0.8384094080514948,0.7923929,12
1600,Rpsa,0.8375095716934415,0.713761,12
1601,Junb,0.8374386342699665,1.4088055,12
1602,Ifitm2,0.835373675024974,0.9303911,12
1603,Rplp2,0.8333466138555363,0.8306259,12
1604,Npc2,0.8331697561696123,0.7728568,12
1605,Sh3bgrl3,0.8324875908096194,0.83741385,12
1606,Rps28,0.8320541923045528,0.89766943,12
1607,Spi1,0.8313963205827364,0.74857104,12
1608,Rps3a1,0.8312330673341911,0.7214649,12
1609,Mgl2,0.8312252933699745,0.9823011,12
1610,Cbr2,0.8306500200179578,1.0336546,12
1611,Ptprc,0.8298483299581372,0.7029252,12
1612,Gmfg,0.8293128981727296,0.87590575,12
1613,Rplp0,0.8281672101963314,0.82060397,12
1614,Rps19,0.8271439621563423,0.71789026,12
1615,Psmb8,0.827052618076799,0.7259532,12
1616,Rpl10a,0.8265890954603936,0.7370727,12
1617,Ifitm3,0.8254142551181838,0.9728572,12
1618,Rnase4,0.8244910968674811,0.83106256,12
1619,Cited2,0.8232880759049865,0.9885971,12
1620,Zfp36l1,0.8195283924608094,0.77434593,12
1621,Cd53,0.8192475580034904,0.7088028,12
1622,Cd86,0.8182612362935292,0.78326535,12
1623,Nfkbia,0.8159727755773142,0.87513024,12
1624,Klf6,0.8147056194100339,0.9237805,12
1625,Ltc4s,0.8137921786146018,0.80039024,12
1626,Selenop,0.8127388064632739,0.9084027,12
1627,Mef2c,0.8098809028682041,0.73564094,12
1628,Btg2,0.8035412350496951,1.0952802,12
1629,Fosb,0.7983560009173277,0.83056325,12
1630,Ms4a6d,0.7964212555729605,0.7124036,12
1631,Cfh,0.7936653852582316,0.7944757,12
1632,C3ar1,0.7907637531144444,0.70370364,12
1633,Fam46a,0.7832735385919019,0.71945584,12
1634,Egr1,0.7816925086193829,1.097188,12
1635,Gpx1,0.7786023578433469,0.76841253,12
1636,Ccl2,0.7765373985983542,1.7659482,12
1637,Fcgrt,0.7717321169670655,0.72825384,12
1638,Ccl12,0.7716621512891177,1.6804413,12
1639,Snx2,0.7700062969110153,0.75598985,12
1640,Cd163,0.7665021825404538,0.9045639,12
1641,AY036118,0.764102942834154,1.0047295,12
1642,Ier2,0.7612615589130443,0.7589482,12
1643,Cd52,0.7550997205259864,1.1336468,12
1644,Ccl3,0.755039472303309,1.1855518,12
1645,Atf3,0.7434446046744847,0.9654993,12
1646,Cxcl2,0.737935779281608,1.8911259,12
1647,Folr2,0.7360846040525676,0.87740165,12
1648,Lyve1,0.732441530071637,1.1984382,12
1649,Ier3,0.7280657599633069,0.91354,12
1650,Wfdc17,0.6970719363778769,1.1199051,12
1651,Ccl7,0.6970622189226063,1.3799509,12
1652,Cd74,0.6931732933233309,2.471487,12
1653,Hspa1a,0.6823023761121628,1.1213347,12
1654,Ccl4,0.6255534090776581,0.8645607,12
1655,Cd209f,0.6220220858323389,0.752028,12
1656,H2-Ab1,0.6017417566826939,1.5830576,12
1657,H2-Aa,0.5975875445545324,1.7914344,12
1658,H2-Eb1,0.5965769292063948,1.8356642,12
1659,Ptgds,0.5392575475475085,1.8416467,12
1660,Vtn,0.4870301124503924,1.2413628,12
1661,Cldn5,0.45105123431116845,1.36634,12
1662,Flt1,0.45083550680416223,0.7670303,12
1663,Rgs5,0.4473100140320055,1.0090657,12
1664,Ly6c1,0.4429527070886893,0.90180516,12
1665,Itm2a,0.4349251172896852,0.9485793,12
1666,6330403K07Rik,0.4269014144727892,1.0384691,12
1667,Igfbp7,0.41997675584699284,1.0055922,12
1668,Apod,0.3949756869269131,1.2825204,12
1669,Qdpr,0.38985750323591256,0.91912854,12
1670,Slc4a4,0.386808165772013,0.85247815,12
1671,Gatm,0.3861561245233588,0.74807453,12
1672,Agt,0.3827520999420839,1.081571,12
